Data:Z,A,E0,ThetaDeg,nu,cross,error,dataSet
26,56,0.2498,140,0.14991,4802.512,96.05034,Altemus:1973
26,56,0.2498,140,0.15491,4347.46,86.9493,Altemus:1973
26,56,0.2498,140,0.15991,3975.4,79.5081,Altemus:1973
26,56,0.2498,140,0.16491,3708.38,74.1677,Altemus:1973
26,56,0.2498,140,0.16991,3484.832,69.69674,Altemus:1973
26,56,0.2498,140,0.17491,3328,66.5601,Altemus:1973
26,56,0.2498,140,0.17991,3255.2,65.1041,Altemus:1973
26,56,0.2498,140,0.18491,3216.72,64.3345,Altemus:1973
26,56,0.291,140,0.01381,0,0.0001,Altemus:1973
26,56,0.291,140,0.01881,0,0.0001,Altemus:1973
26,56,0.291,140,0.02381,0,0.0001,Altemus:1973
26,56,0.291,140,0.02881,0,0.0001,Altemus:1973
26,56,0.291,140,0.03381,352.3,7.0461,Altemus:1973
26,56,0.291,140,0.03881,695.396,13.90802,Altemus:1973
26,56,0.291,140,0.04381,967.512,19.35034,Altemus:1973
26,56,0.291,140,0.04881,1294.176,25.88362,Altemus:1973
26,56,0.291,140,0.05381,1677.468,33.54946,Altemus:1973
26,56,0.291,140,0.05881,2113.956,42.27922,Altemus:1973
26,56,0.291,140,0.06381,2597.712,51.95434,Altemus:1973
26,56,0.291,140,0.06881,3119.324,62.38658,Altemus:1973
26,56,0.291,140,0.07381,3668.652,73.37314,Altemus:1973
26,56,0.291,140,0.07881,4229.16,84.5833,Altemus:1973
26,56,0.291,140,0.08381,4789.096,95.78202,Altemus:1973
26,56,0.291,140,0.08881,5337.644,106.75298,Altemus:1973
26,56,0.291,140,0.09381,5853.744,117.07498,Altemus:1973
26,56,0.291,140,0.09881,6325.436,126.50882,Altemus:1973
26,56,0.291,140,0.10381,6740.656,134.81322,Altemus:1973
26,56,0.291,140,0.10881,7073.3,141.4661,Altemus:1973
26,56,0.291,140,0.11381,7318.688,146.37386,Altemus:1973
26,56,0.291,140,0.11881,7449.832,148.99674,Altemus:1973
26,56,0.291,140,0.12381,7473.648,149.47306,Altemus:1973
26,56,0.291,140,0.12881,7370.376,147.40762,Altemus:1973
26,56,0.291,140,0.13381,7165.444,143.30898,Altemus:1973
26,56,0.291,140,0.13881,6865.144,137.30298,Altemus:1973
26,56,0.291,140,0.14381,6472.596,129.45202,Altemus:1973
26,56,0.291,140,0.14881,6043.232,120.86474,Altemus:1973
26,56,0.291,140,0.15381,5590.416,111.80842,Altemus:1973
26,56,0.291,140,0.15881,5139.524,102.79058,Altemus:1973
26,56,0.291,140,0.16381,4690.296,93.80602,Altemus:1973
26,56,0.291,140,0.16881,4300.452,86.00914,Altemus:1973
26,56,0.291,140,0.17381,3962.244,79.24498,Altemus:1973
26,56,0.291,140,0.17881,3681.86,73.6373,Altemus:1973
26,56,0.291,140,0.18381,3461.38,69.2277,Altemus:1973
26,56,0.291,140,0.18881,3299.816,65.99642,Altemus:1973
26,56,0.291,140,0.19381,3194.256,63.88522,Altemus:1973
26,56,0.291,140,0.19881,3157.544,63.15098,Altemus:1973
26,56,0.291,140,0.20381,3152.292,63.04594,Altemus:1973
26,56,0.291,140,0.20881,3193.632,63.87274,Altemus:1973
26,56,0.291,140,0.21381,3279.276,65.58562,Altemus:1973
26,56,0.291,140,0.21881,3417.492,68.34994,Altemus:1973
26,56,0.291,140,0.22381,3587.636,71.75282,Altemus:1973
26,56,0.3299,140,0.01674,0,0.0001,Altemus:1973
26,56,0.3299,140,0.02174,0,0.0001,Altemus:1973
26,56,0.3299,140,0.02674,0,0.0001,Altemus:1973
26,56,0.3299,140,0.03174,0,0.0001,Altemus:1973
26,56,0.3299,140,0.03674,105.56,2.1113,Altemus:1973
26,56,0.3299,140,0.04174,221.416,4.42842,Altemus:1973
26,56,0.3299,140,0.04674,308.932,6.17874,Altemus:1973
26,56,0.3299,140,0.05174,418.6,8.3721,Altemus:1973
26,56,0.3299,140,0.05674,554.216,11.08442,Altemus:1973
26,56,0.3299,140,0.06174,719.108,14.38226,Altemus:1973
26,56,0.3299,140,0.06674,916.396,18.32802,Altemus:1973
26,56,0.3299,140,0.07174,1147.068,22.94146,Altemus:1973
26,56,0.3299,140,0.07674,1410.76,28.2153,Altemus:1973
26,56,0.3299,140,0.08174,1705.912,34.11834,Altemus:1973
26,56,0.3299,140,0.08674,2026.752,40.53514,Altemus:1973
26,56,0.3299,140,0.09174,2368.392,47.36794,Altemus:1973
26,56,0.3299,140,0.09674,2724.28,54.4857,Altemus:1973
26,56,0.3299,140,0.10174,3089.372,61.78754,Altemus:1973
26,56,0.3299,140,0.10674,3452.8,69.0561,Altemus:1973
26,56,0.3299,140,0.11174,3808.948,76.17906,Altemus:1973
26,56,0.3299,140,0.11674,4149.548,82.99106,Altemus:1973
26,56,0.3299,140,0.12174,4468.672,89.37354,Altemus:1973
26,56,0.3299,140,0.12674,4750.616,95.01242,Altemus:1973
26,56,0.3299,140,0.13174,4992.884,99.85778,Altemus:1973
26,56,0.3299,140,0.13674,5175.612,103.51234,Altemus:1973
26,56,0.3299,140,0.14174,5301.868,106.03746,Altemus:1973
26,56,0.3299,140,0.14674,5350.384,107.00778,Altemus:1973
26,56,0.3299,140,0.15174,5335.096,106.70202,Altemus:1973
26,56,0.3299,140,0.15674,5237.804,104.75618,Altemus:1973
26,56,0.3299,140,0.16174,5085.652,101.71314,Altemus:1973
26,56,0.3299,140,0.16674,4866.628,97.33266,Altemus:1973
26,56,0.3299,140,0.17174,4618.016,92.36042,Altemus:1973
26,56,0.3299,140,0.17674,4345.848,86.91706,Altemus:1973
26,56,0.3299,140,0.18174,4049.084,80.98178,Altemus:1973
26,56,0.3299,140,0.18674,3773.952,75.47914,Altemus:1973
26,56,0.3299,140,0.19174,3519.776,70.39562,Altemus:1973
26,56,0.3299,140,0.19674,3297.008,65.94026,Altemus:1973
26,56,0.3299,140,0.20174,3096.444,61.92898,Altemus:1973
26,56,0.3299,140,0.20674,2954.9,59.0981,Altemus:1973
26,56,0.3299,140,0.21174,2858.44,57.1689,Altemus:1973
26,56,0.3299,140,0.21674,2806.908,56.13826,Altemus:1973
26,56,0.3299,140,0.22174,2799.056,55.98122,Altemus:1973
26,56,0.3299,140,0.22674,2832.804,56.65618,Altemus:1973
26,56,0.3299,140,0.23174,2906.124,58.12258,Altemus:1973
26,56,0.3299,140,0.23674,3017.092,60.34194,Altemus:1973
26,56,0.3299,140,0.24174,3167.788,63.35586,Altemus:1973
26,56,0.3299,140,0.24674,3348.852,66.97714,Altemus:1973
26,56,0.3299,140,0.25174,3562.572,71.25154,Altemus:1973
26,56,0.3299,140,0.25674,3806.66,76.1333,Altemus:1973
26,56,0.3299,140,0.26174,4079.66,81.5933,Altemus:1973
26,56,0.3299,140,0.26674,4376.32,87.5265,Altemus:1973
26,56,0.3686,140,0.0299,0,0.0001,Altemus:1973
26,56,0.3686,140,0.0349,0,0.0001,Altemus:1973
26,56,0.3686,140,0.0399,29.952,0.59914,Altemus:1973
26,56,0.3686,140,0.0449,68.952,1.37914,Altemus:1973
26,56,0.3686,140,0.0499,95.42,1.9085,Altemus:1973
26,56,0.3686,140,0.0549,129.012,2.58034,Altemus:1973
26,56,0.3686,140,0.0599,171.392,3.42794,Altemus:1973
26,56,0.3686,140,0.0649,224.432,4.48874,Altemus:1973
26,56,0.3686,140,0.0699,290.16,5.8033,Altemus:1973
26,56,0.3686,140,0.0749,370.812,7.41634,Altemus:1973
26,56,0.3686,140,0.0799,468.78,9.3757,Altemus:1973
26,56,0.3686,140,0.0849,585.728,11.71466,Altemus:1973
26,56,0.3686,140,0.0899,723.06,14.4613,Altemus:1973
26,56,0.3686,140,0.0949,881.296,17.62602,Altemus:1973
26,56,0.3686,140,0.0999,1059.916,21.19842,Altemus:1973
26,56,0.3686,140,0.1049,1257.828,25.15666,Altemus:1973
26,56,0.3686,140,0.1099,1471.444,29.42898,Altemus:1973
26,56,0.3686,140,0.1149,1697.956,33.95922,Altemus:1973
26,56,0.3686,140,0.1199,1933.88,38.6777,Altemus:1973
26,56,0.3686,140,0.1249,2175.368,43.50746,Altemus:1973
26,56,0.3686,140,0.1299,2419.976,48.39962,Altemus:1973
26,56,0.3686,140,0.1349,2660.632,53.21274,Altemus:1973
26,56,0.3686,140,0.1399,2894.164,57.88338,Altemus:1973
26,56,0.3686,140,0.1449,3118.076,62.36162,Altemus:1973
26,56,0.3686,140,0.1499,3321.292,66.42594,Altemus:1973
26,56,0.3686,140,0.1549,3500.328,70.00666,Altemus:1973
26,56,0.3686,140,0.1599,3652.584,73.05178,Altemus:1973
26,56,0.3686,140,0.1649,3764.02,75.2805,Altemus:1973
26,56,0.3686,140,0.1699,3833.7,76.6741,Altemus:1973
26,56,0.3686,140,0.1749,3863.288,77.26586,Altemus:1973
26,56,0.3686,140,0.1799,3841.292,76.82594,Altemus:1973
26,56,0.3686,140,0.1849,3781.284,75.62578,Altemus:1973
26,56,0.3686,140,0.1899,3674.424,73.48858,Altemus:1973
26,56,0.3686,140,0.1949,3542.396,70.84802,Altemus:1973
26,56,0.3686,140,0.1999,3388.06,67.7613,Altemus:1973
26,56,0.3686,140,0.2049,3209.492,64.18994,Altemus:1973
26,56,0.3686,140,0.2099,3038.308,60.76626,Altemus:1973
26,56,0.3686,140,0.2149,2875.08,57.5017,Altemus:1973
26,56,0.3686,140,0.2199,2715.752,54.31514,Altemus:1973
26,56,0.3686,140,0.2249,2591.16,51.8233,Altemus:1973
26,56,0.3686,140,0.2299,2495.48,49.9097,Altemus:1973
26,56,0.3686,140,0.2349,2422.836,48.45682,Altemus:1973
26,56,0.3686,140,0.2399,2394.548,47.89106,Altemus:1973
26,56,0.3686,140,0.2449,2401.204,48.02418,Altemus:1973
26,56,0.3686,140,0.2499,2442.232,48.84474,Altemus:1973
26,56,0.3686,140,0.2549,2516.488,50.32986,Altemus:1973
26,56,0.3686,140,0.2599,2622.412,52.44834,Altemus:1973
26,56,0.3686,140,0.2649,2758.392,55.16794,Altemus:1973
26,56,0.3686,140,0.2699,2922.712,58.45434,Altemus:1973
26,56,0.3686,140,0.2749,3113.448,62.26906,Altemus:1973
26,56,0.3686,140,0.2799,3328.364,66.56738,Altemus:1973
26,56,0.3686,140,0.2849,3564.704,71.29418,Altemus:1973
26,56,0.3686,140,0.2899,3819.088,76.38186,Altemus:1973
26,56,0.3686,140,0.2949,4086.68,81.7337,Altemus:1973
26,56,0.3686,140,0.2999,4364.204,87.28418,Altemus:1973
26,56,0.3686,140,0.3049,4644.068,92.88146,Altemus:1973
26,56,0.1009,160,0.00591,0,0.0001,Altemus:1973
26,56,0.1009,160,0.01091,0,0.0001,Altemus:1973
26,56,0.1009,160,0.01591,0,0.0001,Altemus:1973
26,56,0.1009,160,0.02091,4480.58,89.6117,Altemus:1973
26,56,0.1009,160,0.02591,15332.304,306.64618,Altemus:1973
26,56,0.1009,160,0.03091,22765.236,455.30482,Altemus:1973
26,56,0.1009,160,0.03591,27170.156,543.40322,Altemus:1973
26,56,0.1009,160,0.04091,28385.812,567.71634,Altemus:1973
26,56,0.1507,160,0.00291,0,0.0001,Altemus:1973
26,56,0.1507,160,0.00791,0,0.0001,Altemus:1973
26,56,0.1507,160,0.01291,0,0.0001,Altemus:1973
26,56,0.1507,160,0.01791,0,0.0001,Altemus:1973
26,56,0.1507,160,0.02291,2748.044,54.96098,Altemus:1973
26,56,0.1507,160,0.02791,8210.332,164.20674,Altemus:1973
26,56,0.1507,160,0.03291,12045.644,240.91298,Altemus:1973
26,56,0.1507,160,0.03791,15069.392,301.38794,Altemus:1973
26,56,0.1507,160,0.04291,17467.736,349.35482,Altemus:1973
26,56,0.1507,160,0.04791,19090.656,381.81322,Altemus:1973
26,56,0.1507,160,0.05291,19845.124,396.90258,Altemus:1973
26,56,0.1507,160,0.05791,19712.524,394.25058,Altemus:1973
26,56,0.1507,160,0.06291,18766.54,375.3309,Altemus:1973
26,56,0.1507,160,0.06791,17172.116,343.44242,Altemus:1973
26,56,0.1507,160,0.07291,15153.268,303.06546,Altemus:1973
26,56,0.1507,160,0.07791,12942.592,258.85194,Altemus:1973
26,56,0.1507,160,0.08291,10743.2,214.8641,Altemus:1973
26,56,0.1754,160,0.00728,0,0.0001,Altemus:1973
26,56,0.1754,160,0.01228,0,0.0001,Altemus:1973
26,56,0.1754,160,0.01728,0,0.0001,Altemus:1973
26,56,0.1754,160,0.02228,722.332,14.44674,Altemus:1973
26,56,0.1754,160,0.02728,4157.712,83.15434,Altemus:1973
26,56,0.1754,160,0.03228,7431.632,148.63274,Altemus:1973
26,56,0.1754,160,0.03728,9721.4,194.4281,Altemus:1973
26,56,0.1754,160,0.04228,11805.404,236.10818,Altemus:1973
26,56,0.1754,160,0.04728,13589.628,271.79266,Altemus:1973
26,56,0.1754,160,0.05228,14990.82,299.8165,Altemus:1973
26,56,0.1754,160,0.05728,15943.2,318.8641,Altemus:1973
26,56,0.1754,160,0.06228,16394.872,327.89754,Altemus:1973
26,56,0.1754,160,0.06728,16324.36,326.4873,Altemus:1973
26,56,0.1754,160,0.07228,15752.516,315.05042,Altemus:1973
26,56,0.1754,160,0.07728,14748.344,294.96698,Altemus:1973
26,56,0.1754,160,0.08228,13421.876,268.43762,Altemus:1973
26,56,0.1754,160,0.08728,11904.36,238.0873,Altemus:1973
26,56,0.1754,160,0.09228,10323.248,206.46506,Altemus:1973
26,56,0.1754,160,0.09728,8783.32,175.6665,Altemus:1973
26,56,0.1754,160,0.10228,7356.908,147.13826,Altemus:1973
26,56,0.1754,160,0.10728,6102.824,122.05658,Altemus:1973
26,56,0.2008,160,0.00764,0,0.0001,Altemus:1973
26,56,0.2008,160,0.01264,0,0.0001,Altemus:1973
26,56,0.2008,160,0.01764,0,0.0001,Altemus:1973
26,56,0.2008,160,0.02264,0,0.0001,Altemus:1973
26,56,0.2008,160,0.02764,2093.728,41.87466,Altemus:1973
26,56,0.2008,160,0.03264,4332.744,86.65498,Altemus:1973
26,56,0.2008,160,0.03764,5853.952,117.07914,Altemus:1973
26,56,0.2008,160,0.04264,7371.676,147.43362,Altemus:1973
26,56,0.2008,160,0.04764,8826.636,176.53282,Altemus:1973
26,56,0.2008,160,0.05264,10163.504,203.27018,Altemus:1973
26,56,0.2008,160,0.05764,11326.38,226.5277,Altemus:1973
26,56,0.2008,160,0.06264,12270.388,245.40786,Altemus:1973
26,56,0.2008,160,0.06764,12947.376,258.94762,Altemus:1973
26,56,0.2008,160,0.07264,13312.884,266.25778,Altemus:1973
26,56,0.2008,160,0.07764,13351.676,267.03362,Altemus:1973
26,56,0.2008,160,0.08264,13058.188,261.16386,Altemus:1973
26,56,0.2008,160,0.08764,12459.044,249.18098,Altemus:1973
26,56,0.2008,160,0.09264,11608.896,232.17802,Altemus:1973
26,56,0.2008,160,0.09764,10582.676,211.65362,Altemus:1973
26,56,0.2008,160,0.10264,9463.064,189.26138,Altemus:1973
26,56,0.2008,160,0.10764,8327.54,166.5509,Altemus:1973
26,56,0.2008,160,0.11264,7238.504,144.77018,Altemus:1973
26,56,0.2008,160,0.11764,6239.168,124.78346,Altemus:1973
26,56,0.2008,160,0.12264,5353.556,107.07122,Altemus:1973
26,56,0.2008,160,0.12764,4615.312,92.30634,Altemus:1973
26,56,0.2008,160,0.13264,3972.956,79.45922,Altemus:1973
26,56,0.2008,160,0.13764,3472.508,69.45026,Altemus:1973
26,56,0.2251,160,0.00635,0,0.0001,Altemus:1973
26,56,0.2251,160,0.01135,0,0.0001,Altemus:1973
26,56,0.2251,160,0.01635,0,0.0001,Altemus:1973
26,56,0.2251,160,0.02135,0,0.0001,Altemus:1973
26,56,0.2251,160,0.02635,513.656,10.27322,Altemus:1973
26,56,0.2251,160,0.03135,1801.332,36.02674,Altemus:1973
26,56,0.2251,160,0.03635,2932.072,58.64154,Altemus:1973
26,56,0.2251,160,0.04135,3906.708,78.13426,Altemus:1973
26,56,0.2251,160,0.04635,4935.268,98.70546,Altemus:1973
26,56,0.2251,160,0.05135,5981.508,119.63026,Altemus:1973
26,56,0.2251,160,0.05635,7012.668,140.25346,Altemus:1973
26,56,0.2251,160,0.06135,7989.124,159.78258,Altemus:1973
26,56,0.2251,160,0.06635,8882.172,177.64354,Altemus:1973
26,56,0.2251,160,0.07135,9649.432,192.98874,Altemus:1973
26,56,0.2251,160,0.07635,10265.112,205.30234,Altemus:1973
26,56,0.2251,160,0.08135,10686.312,213.72634,Altemus:1973
26,56,0.2251,160,0.08635,10897.952,217.95914,Altemus:1973
26,56,0.2251,160,0.09135,10880.012,217.60034,Altemus:1973
26,56,0.2251,160,0.09635,10620.584,212.41178,Altemus:1973
26,56,0.2251,160,0.10135,10158.72,203.1745,Altemus:1973
26,56,0.2251,160,0.10635,9523.02,190.4605,Altemus:1973
26,56,0.2251,160,0.11135,8764.132,175.28274,Altemus:1973
26,56,0.2251,160,0.11635,7938.008,158.76026,Altemus:1973
26,56,0.2251,160,0.12135,7098.312,141.96634,Altemus:1973
26,56,0.2251,160,0.12635,6290.024,125.80058,Altemus:1973
26,56,0.2251,160,0.13135,5545.904,110.91818,Altemus:1973
26,56,0.2251,160,0.13635,4886.076,97.72162,Altemus:1973
26,56,0.2251,160,0.14135,4319.328,86.38666,Altemus:1973
26,56,0.2251,160,0.14635,3845.868,76.91746,Altemus:1973
26,56,0.2251,160,0.15135,3486.704,69.73418,Altemus:1973
26,56,0.2251,160,0.15635,3182.608,63.65226,Altemus:1973
26,56,0.2503,160,0.00906,0,0.0001,Altemus:1973
26,56,0.2503,160,0.01406,0,0.0001,Altemus:1973
26,56,0.2503,160,0.01906,0,0.0001,Altemus:1973
26,56,0.2503,160,0.02406,0,0.0001,Altemus:1973
26,56,0.2503,160,0.02906,379.86,7.5973,Altemus:1973
26,56,0.2503,160,0.03406,1083.628,21.67266,Altemus:1973
26,56,0.2503,160,0.03906,1652.456,33.04922,Altemus:1973
26,56,0.2503,160,0.04406,2223.728,44.47466,Altemus:1973
26,56,0.2503,160,0.04906,2864.628,57.29266,Altemus:1973
26,56,0.2503,160,0.05406,3559.348,71.18706,Altemus:1973
26,56,0.2503,160,0.05906,4289.324,85.78658,Altemus:1973
26,56,0.2503,160,0.06406,5035.316,100.70642,Altemus:1973
26,56,0.2503,160,0.06906,5771.74,115.4349,Altemus:1973
26,56,0.2503,160,0.07406,6481.28,129.6257,Altemus:1973
26,56,0.2503,160,0.07906,7134.088,142.68186,Altemus:1973
26,56,0.2503,160,0.08406,7709.988,154.19986,Altemus:1973
26,56,0.2503,160,0.08906,8188.388,163.76786,Altemus:1973
26,56,0.2503,160,0.09406,8536.788,170.73586,Altemus:1973
26,56,0.2503,160,0.09906,8744.424,174.88858,Altemus:1973
26,56,0.2503,160,0.10406,8793.148,175.86306,Altemus:1973
26,56,0.2503,160,0.10906,8666.944,173.33898,Altemus:1973
26,56,0.2503,160,0.11406,8392.072,167.84154,Altemus:1973
26,56,0.2503,160,0.11906,7980.7,159.6141,Altemus:1973
26,56,0.2503,160,0.12406,7463.976,149.27962,Altemus:1973
26,56,0.2503,160,0.12906,6860.412,137.20834,Altemus:1973
26,56,0.2503,160,0.13406,6242.912,124.85834,Altemus:1973
26,56,0.2503,160,0.13906,5632.276,112.64562,Altemus:1973
26,56,0.2503,160,0.14406,5057.676,101.15362,Altemus:1973
26,56,0.2503,160,0.14906,4540.016,90.80042,Altemus:1973
26,56,0.2503,160,0.15406,4091.516,81.83042,Altemus:1973
26,56,0.2503,160,0.15906,3717.012,74.34034,Altemus:1973
26,56,0.2503,160,0.16406,3438.812,68.77634,Altemus:1973
26,56,0.2503,160,0.16906,3206.32,64.1265,Altemus:1973
26,56,0.2503,160,0.17406,3038.152,60.76314,Altemus:1973
26,56,0.2503,160,0.17906,2948.92,58.9785,Altemus:1973
26,56,0.2503,160,0.18406,2893.124,57.86258,Altemus:1973
26,56,0.2994,160,0.02199,0,0.0001,Altemus:1973
26,56,0.2994,160,0.02699,0,0.0001,Altemus:1973
26,56,0.2994,160,0.03199,49.088,0.98186,Altemus:1973
26,56,0.2994,160,0.03699,218.556,4.37122,Altemus:1973
26,56,0.2994,160,0.04199,376.168,7.52346,Altemus:1973
26,56,0.2994,160,0.04699,521.3,10.4261,Altemus:1973
26,56,0.2994,160,0.05199,700.336,14.00682,Altemus:1973
26,56,0.2994,160,0.05699,917.02,18.3405,Altemus:1973
26,56,0.2994,160,0.06199,1173.796,23.47602,Altemus:1973
26,56,0.2994,160,0.06699,1470.196,29.40402,Altemus:1973
26,56,0.2994,160,0.07199,1804.504,36.09018,Altemus:1973
26,56,0.2994,160,0.07699,2169.96,43.3993,Altemus:1973
26,56,0.2994,160,0.08199,2560.376,51.20762,Altemus:1973
26,56,0.2994,160,0.08699,2967.432,59.34874,Altemus:1973
26,56,0.2994,160,0.09199,3383.796,67.67602,Altemus:1973
26,56,0.2994,160,0.09699,3796.676,75.93362,Altemus:1973
26,56,0.2994,160,0.10199,4197.856,83.95722,Altemus:1973
26,56,0.2994,160,0.10699,4579.484,91.58978,Altemus:1973
26,56,0.2994,160,0.11199,4923.88,98.4777,Altemus:1973
26,56,0.2994,160,0.11699,5226.104,104.52218,Altemus:1973
26,56,0.2994,160,0.12199,5463.692,109.27394,Altemus:1973
26,56,0.2994,160,0.12699,5636.176,112.72362,Altemus:1973
26,56,0.2994,160,0.13199,5719.636,114.39282,Altemus:1973
26,56,0.2994,160,0.13699,5724.108,114.48226,Altemus:1973
26,56,0.2994,160,0.14199,5630.976,112.61962,Altemus:1973
26,56,0.2994,160,0.14699,5465.096,109.30202,Altemus:1973
26,56,0.2994,160,0.15199,5230.628,104.61266,Altemus:1973
26,56,0.2994,160,0.15699,4926.896,98.53802,Altemus:1973
26,56,0.2994,160,0.16199,4602.728,92.05466,Altemus:1973
26,56,0.2994,160,0.16699,4266.132,85.32274,Altemus:1973
26,56,0.2994,160,0.17199,3936.504,78.73018,Altemus:1973
26,56,0.2994,160,0.17699,3611.504,72.23018,Altemus:1973
26,56,0.2994,160,0.18199,3339.492,66.78994,Altemus:1973
26,56,0.2994,160,0.18699,3112.356,62.24722,Altemus:1973
26,56,0.2994,160,0.19199,2934.568,58.69146,Altemus:1973
26,56,0.2994,160,0.19699,2807.532,56.15074,Altemus:1973
26,56,0.2994,160,0.20199,2730.26,54.6053,Altemus:1973
26,56,0.2994,160,0.20699,2700.412,54.00834,Altemus:1973
26,56,0.2994,160,0.21199,2725.788,54.51586,Altemus:1973
26,56,0.2994,160,0.21699,2782,55.6401,Altemus:1973
26,56,0.2994,160,0.22199,2878.512,57.57034,Altemus:1973
26,56,0.2994,160,0.22699,3018.964,60.37938,Altemus:1973
26,56,0.2994,160,0.23199,3192.176,63.84362,Altemus:1973
26,56,0.2994,160,0.23699,3401.06,68.0213,Altemus:1973
26,56,0.3686,160,0.10125,644.384,12.88778,Altemus:1973
26,56,0.3686,160,0.10625,779.22,15.5845,Altemus:1973
26,56,0.3686,160,0.11125,930.592,18.61194,Altemus:1973
26,56,0.3686,160,0.11625,1096.108,21.92226,Altemus:1973
26,56,0.3686,160,0.12125,1273.948,25.47906,Altemus:1973
26,56,0.3686,160,0.12625,1461.512,29.23034,Altemus:1973
26,56,0.3686,160,0.13125,1655.836,33.11682,Altemus:1973
26,56,0.3686,160,0.13625,1855.1,37.1021,Altemus:1973
26,56,0.3686,160,0.14125,2053.896,41.07802,Altemus:1973
26,56,0.3686,160,0.14625,2249.78,44.9957,Altemus:1973
26,56,0.3686,160,0.15125,2440.828,48.81666,Altemus:1973
26,56,0.3686,160,0.15625,2618.356,52.36722,Altemus:1973
26,56,0.3686,160,0.16125,2779.452,55.58914,Altemus:1973
26,56,0.3686,160,0.16625,2921.672,58.43354,Altemus:1973
26,56,0.3686,160,0.17125,3033.264,60.66538,Altemus:1973
26,56,0.3686,160,0.17625,3112.46,62.2493,Altemus:1973
26,56,0.3686,160,0.18125,3159.572,63.19154,Altemus:1973
26,56,0.3686,160,0.18625,3164.096,63.28202,Altemus:1973
26,56,0.3686,160,0.19125,3135.652,62.71314,Altemus:1973
26,56,0.3686,160,0.19625,3066.284,61.32578,Altemus:1973
26,56,0.3686,160,0.20125,2972.528,59.45066,Altemus:1973
26,56,0.3686,160,0.20625,2856.464,57.12938,Altemus:1973
26,56,0.3686,160,0.21125,2717.364,54.34738,Altemus:1973
26,56,0.3686,160,0.21625,2580.656,51.61322,Altemus:1973
26,56,0.3686,160,0.22125,2447.952,48.95914,Altemus:1973
26,56,0.3686,160,0.22625,2318.368,46.36746,Altemus:1973
26,56,0.3686,160,0.23125,2216.552,44.33114,Altemus:1973
26,56,0.3686,160,0.23625,2139.696,42.79402,Altemus:1973
26,56,0.3686,160,0.24125,2091.596,41.83202,Altemus:1973
26,56,0.3686,160,0.24625,2074.488,41.48986,Altemus:1973
26,56,0.3686,160,0.25125,2084.576,41.69162,Altemus:1973
26,56,0.3686,160,0.25625,2132.728,42.65466,Altemus:1973
26,56,0.3686,160,0.26125,2211.976,44.23962,Altemus:1973
26,56,0.3686,160,0.26625,2321.02,46.4205,Altemus:1973
26,56,0.3686,160,0.27125,2458.248,49.16506,Altemus:1973
26,56,0.3686,160,0.27625,2621.944,52.43898,Altemus:1973
26,56,0.3686,160,0.28125,2809.404,56.18818,Altemus:1973
26,56,0.3686,160,0.28625,3020.472,60.40954,Altemus:1973
26,56,0.3686,160,0.29125,3250.936,65.01882,Altemus:1973
26,56,0.3686,160,0.29625,3497.208,69.94426,Altemus:1973
26,56,0.3686,160,0.30125,3753.62,75.0725,Altemus:1973
26,56,2.015,35.51,0.5521,840.112,16.80234,Arrington:1995hs
26,56,2.015,35.51,0.5571,861.38,17.2277,Arrington:1995hs
26,56,2.015,35.51,0.5621,882.7,17.6541,Arrington:1995hs
26,56,2.015,35.51,0.5671,903.448,18.06906,Arrington:1995hs
26,56,2.015,35.51,0.5721,923.26,18.4653,Arrington:1995hs
26,56,2.015,35.51,0.5771,942.968,18.85946,Arrington:1995hs
26,56,2.015,35.51,0.5821,962,19.2401,Arrington:1995hs
26,56,2.015,35.51,0.5871,980.044,19.60098,Arrington:1995hs
26,56,2.015,35.51,0.5921,997.88,19.9577,Arrington:1995hs
26,56,2.015,35.51,0.5971,1014.52,20.2905,Arrington:1995hs
26,56,2.015,35.51,0.6021,1031.16,20.6233,Arrington:1995hs
26,56,2.015,35.51,0.6071,1046.968,20.93946,Arrington:1995hs
26,56,2.015,35.51,0.6121,1061.684,21.23378,Arrington:1995hs
26,56,2.015,35.51,0.6171,1076.296,21.52602,Arrington:1995hs
26,56,2.015,35.51,0.6221,1089.608,21.79226,Arrington:1995hs
26,56,2.015,35.51,0.6271,1103.128,22.06266,Arrington:1995hs
26,56,2.015,35.51,0.6321,1115.868,22.31746,Arrington:1995hs
26,56,2.015,35.51,0.6371,1127.62,22.5525,Arrington:1995hs
26,56,2.015,35.51,0.6421,1139.476,22.78962,Arrington:1995hs
26,56,2.015,35.51,0.6471,1150.188,23.00386,Arrington:1995hs
